Item,Q4 2009,Q4 2010,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,10757633221304.0,16241376873327.0,28734334640537.0,19228454339267.0,26601436947436.0,25229158483079.0,25071806567740.0,20447783990239.0,23936352004572.0,25874986329730.0,25938889124191.0,28261081266289.0,30397020616773.0,29033427956185.0,32563894920965.0,33259311663594.0,32882300004565.0,31620516697178.0,32576939320779.0,33833056771342.0,35618291595190.0,36169454276454.0,34445727311753.0,33352699433088.0,37506548515539.0,37037148005606.0,37162879588530.0,38218561704242.0,42989139258890.0,45463244067606.0,38969975605043.0,40954625860982.0,40888257908879.0,44606452700260.0,42492240531926.0,42034111148922.0,45148432604132.0,46389843800088.0,39767377868410.0,39354423990029.0,44230493070827.0,50213422327082.0,47691610231135.0,51395282303213.0,57191407495469.0,60393770234221.0,57329016363977.0,55651707958020.0,57952012334363.0,62984581522290.0,59128795405771.0
I. Tiền và các khoản tương đương tiền,2281485673442.0,4927167508497.0,8267719609955.0,10045200208018.0,10770265404396.0,11909916407311.0,12393664541779.0,12722193468717.0,15955511012894.0,17781206438976.0,18276676708448.0,18293128183542.0,21418317255713.0,20321030401809.0,23250246563039.0,24079685217949.0,24528362820168.0,20405257333892.0,19799251696463.0,17762344528529.0,17979212384190.0,17113728766888.0,17064067367435.0,13612560308316.0,14216571000377.0,14515027558565.0,12897663167477.0,13672016964678.0,14666498838126.0,9718262208643.0,7302682513477.0,6705675471347.0,7589139804750.0,7375347002091.0,5933208581387.0,4475895496074.0,5277466733988.0,12531543227548.0,6819915906268.0,5335316636542.0,6457577994501.0,5947560639666.0,5994119472080.0,5600330735432.0,8648444105639.0,9054658184090.0,10206278543029.0,10549337638537.0,12714013568114.0,12499180008661.0,10851522950436.0
1. Tiền,1991506562579.0,2872009982480.0,2033415892114.0,2469909918705.0,3371724895619.0,2789510199399.0,1907094541779.0,2879806444904.0,2475381137175.0,3177922938976.0,3699901708448.0,2871478461320.0,4185065311269.0,4513525354217.0,6157631563039.0,4872870217949.0,6022504459057.0,5682286147057.0,4297766338156.0,2145744143418.0,2559090948903.0,3264171725387.0,2329710325934.0,1229433172585.0,3130258864646.0,2153632378665.0,1738081146713.0,1729822059995.0,2735939993940.0,1943017484505.0,2626847997174.0,1330250099149.0,2181122500326.0,2399239709662.0,2061607201600.0,1152002314369.0,1724477222495.0,2039915491870.0,1752115170590.0,1323114036595.0,2050113358731.0,1380958101817.0,2132203061574.0,1395849592442.0,2420630928155.0,1839458184090.0,2121422409681.0,1318137638537.0,1807613568114.0,1765180008661.0,2012952669180.0
2. Các khoản tương đương tiền,289979110863.0,2055157526017.0,6234303717841.0,7575290289313.0,7398540508777.0,9120406207912.0,10486570000000.0,9842387023813.0,13480129875719.0,14603283500000.0,14576775000000.0,15421649722222.0,17233251944444.0,15807505047592.0,17092615000000.0,19206815000000.0,18505858361111.0,14722971186835.0,15501485358307.0,15616600385111.0,15420121435287.0,13849557041501.0,14734357041501.0,12383127135731.0,11086312135731.0,12361395179900.0,11159582020764.0,11942194904683.0,11930558844186.0,7775244724138.0,4675834516303.0,5375425372198.0,5408017304424.0,4976107292429.0,3871601379787.0,3323893181705.0,3552989511493.0,10491627735678.0,5067800735678.0,4012202599947.0,4407464635770.0,4566602537849.0,3861916410506.0,4204481142990.0,6227813177484.0,7215200000000.0,8084856133348.0,9231200000000.0,10906400000000.0,10734000000000.0,8838570281256.0
II. Các khoản đầu tư tài chính ngắn hạn,2674045500583.0,2201551000000.0,1414334738868.0,317329590057.0,772105375000.0,154523200000.0,114223200000.0,101475486054.0,59200000000.0,21050000000.0,58850000000.0,761700000000.0,1113700000000.0,1061630416667.0,1050100000000.0,1683875000000.0,1736635656333.0,4196635656333.0,6366955656333.0,6083320000000.0,6086320000000.0,5993186000000.0,5322866000000.0,5823450000000.0,10332350000000.0,11522350000000.0,13367350000000.0,13407350000000.0,15040450000000.0,20697354000000.0,20998654000000.0,21602454000000.0,19844854000000.0,24019154000000.0,22599154000000.0,24915000000000.0,25891000000000.0,21109300000000.0,19913350000000.0,21515136327512.0,21594237927459.0,25650532773344.0,23594578773344.0,24499825654952.0,25048928654952.0,27617478798638.0,25793995100008.0,23726498790237.0,24165495262737.0,28268090837474.0,28908511156004.0
1. Chứng khoán kinh doanh,2674045500583.0,2201551000000.0,1414334738868.0,317329590057.0,772655375000.0,154523200000.0,114223200000.0,101475486054.0,59200000000.0,21050000000.0,58850000000.0,761700000000.0,1113700000000.0,1061630416667.0,1050100000000.0,1696600283780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,0.0,-550000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12725283780.0,1736635656333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196635656333.0,6366955656333.0,6083320000000.0,6086320000000.0,5993186000000.0,5322866000000.0,5823450000000.0,10332350000000.0,11522350000000.0,13367350000000.0,13407350000000.0,15040450000000.0,20697354000000.0,20998654000000.0,21602454000000.0,19844854000000.0,24019154000000.0,22599154000000.0,24915000000000.0,25891000000000.0,21109300000000.0,19913350000000.0,21515136327512.0,21594237927459.0,25650532773344.0,23594578773344.0,24499825654952.0,25048928654952.0,27617478798638.0,25793995100008.0,23726498790237.0,24165495262737.0,28268090837474.0,28908511156004.0
III. Các khoản phải thu ngắn hạn,3814561438117.0,7412309845015.0,16388144861421.0,6950175738591.0,13020970060522.0,11316948436403.0,9610714601248.0,5504620796306.0,6585734714083.0,5957905266039.0,5703110803067.0,5961890615963.0,5786717351410.0,5614180176663.0,5791163868524.0,5053611512211.0,4935412383818.0,5021896386112.0,4902021408702.0,8213169290372.0,9583777564825.0,11140533609500.0,9909530757836.0,12021627184436.0,11230056353291.0,9347268611213.0,8607415434266.0,9115469403908.0,10880622864535.0,12405071767951.0,8973093014271.0,10232069390328.0,11512640953210.0,11157974002388.0,11708792771801.0,10562310400592.0,11568889304907.0,10643121255240.0,10578989825807.0,10148662370242.0,13439321385786.0,15328324085809.0,14762971629838.0,16920750783526.0,20684169362779.0,20633189886263.0,17522046269497.0,16191131770955.0,18097175503262.0,19124804781622.0,16197071467486.0
1. Phải thu ngắn hạn của khách hàng,2934746283825.0,6158060939052.0,14513647493823.0,5848359560410.0,11723324917187.0,10240453043668.0,8448164845291.0,4771207931111.0,5636942988335.0,5100157713177.0,4881375104133.0,5374721962703.0,5148155215729.0,4907742193583.0,5225007456700.0,4096515454285.0,3883537289246.0,4098409390632.0,3854921365621.0,3311252263656.0,3146148357684.0,3751930887101.0,3777488069471.0,5690518949118.0,5557102985841.0,3786189964275.0,3833099277136.0,4939496562539.0,4984074896391.0,6022537907989.0,3948132066004.0,4657183140857.0,5195686931963.0,3900605492510.0,5125707141823.0,4672713964881.0,4702253563873.0,4477058695938.0,5545731949544.0,5549613291505.0,7696887538271.0,8610774915544.0,9141177786108.0,10598392744659.0,12806273131385.0,11980968146721.0,10788141304909.0,9210085888347.0,11617509666306.0,12846264910264.0,11783805591469.0
2. Trả trước cho người bán,280104692056.0,693709660160.0,948422727577.0,532350611965.0,719249252588.0,564770338030.0,623620808167.0,297530751806.0,539718753220.0,549118070032.0,583142751855.0,366929131069.0,420088978423.0,385304211474.0,56392805199.0,638828097502.0,662756223765.0,533505101641.0,883685782145.0,927290591186.0,725053166757.0,662198612376.0,496624163174.0,305565501799.0,238103157819.0,245713099927.0,194906927036.0,158898453262.0,144001704987.0,139651238791.0,169051630890.0,91232623543.0,89395076582.0,109392418963.0,612774829439.0,830066697428.0,901111884144.0,834859093009.0,712705284608.0,378695972786.0,447154556759.0,449817724457.0,501120373948.0,413405237823.0,230324574676.0,194447242615.0,248585275695.0,223750541755.0,393030630677.0,341453441425.0,365609492276.0
3. Phải thu nội bộ ngắn hạn,70903982510.0,46763079934.0,434623213182.0,0.0,375810779.0,0.0,0.0,4962452690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Phải thu ngắn hạn khác,544312536598.0,519889674724.0,496486387212.0,576915982111.0,585470495863.0,519517555136.0,546220268856.0,483678018962.0,462594742330.0,362670906757.0,287153183587.0,295053959226.0,293287594293.0,416155941822.0,604785776841.0,421338792550.0,502060713149.0,500723413714.0,280944257206.0,4069844663952.0,5811704349030.0,6824589770620.0,5735413131082.0,6134678771440.0,5596597354614.0,5474414595170.0,4774743647239.0,4334824420544.0,6018978195135.0,6515114425961.0,5128877059179.0,5773656438960.0,6516193662770.0,7445414967305.0,6267838176929.0,5371653862184.0,6278156525172.0,5644659486976.0,4632395024617.0,4616297236007.0,5690928464202.0,6662818300386.0,5515760324360.0,6600033423287.0,8339185564876.0,9148030076497.0,7174085308901.0,7494348133386.0,6828275202448.0,6761349951663.0,5001327005627.0
7. Dự phòng phải thu ngắn hạn khó đòi,-15506056872.0,-6113508855.0,-5034960373.0,-7450415895.0,-7450415895.0,-7792500431.0,-7291321066.0,-52758358263.0,-53521769802.0,-54041423927.0,-48560236508.0,-74814437035.0,-74814437035.0,-95022170216.0,-95022170216.0,-103070832126.0,-112941842342.0,-110741519875.0,-117529996270.0,-95218228422.0,-99128308646.0,-98185660597.0,-99994605891.0,-109136037921.0,-161747144983.0,-159049048159.0,-195334417145.0,-317750032437.0,-266431931978.0,-272231804790.0,-272967741802.0,-290002813032.0,-288634718105.0,-297438876390.0,-297527376390.0,-312124123901.0,-312632668282.0,-313456020683.0,-311842432962.0,-395944130056.0,-395649173446.0,-395086854578.0,-395086854578.0,-691080622243.0,-691613908158.0,-690255579570.0,-688765620008.0,-737052792533.0,-741639996169.0,-824263521730.0,-953670621886.0
IV. Tổng hàng tồn kho,1144104468682.0,868236939046.0,1784439304052.0,1058438475370.0,1313257987577.0,958327371458.0,1834040223725.0,1533660649005.0,837352715632.0,1640805164723.0,1307708464308.0,2470697288520.0,1474524649478.0,1604494352935.0,1703512429852.0,1801172279380.0,1242709308305.0,1605549827952.0,1124145524048.0,1220689729702.0,1385408702582.0,1415681621566.0,1378244896117.0,1296721378189.0,1422597759560.0,1317574911497.0,1854511376468.0,1651526459306.0,2071315906561.0,2229260693003.0,1301847299632.0,1952144282493.0,1522194449180.0,1500698743563.0,1760397783319.0,1591782393631.0,1901852024650.0,1541173680903.0,1814694121232.0,1662533695532.0,1977431082943.0,1990374242842.0,2376664348665.0,3241216225272.0,2094568899208.0,2107155077845.0,2536824600677.0,4102441805643.0,2127765124993.0,2338732917047.0,2397612205402.0
1. Hàng tồn kho,1198243026452.0,946220261132.0,1784439304052.0,1116531431416.0,1377975151997.0,1016420327504.0,1892133179771.0,1617732940314.0,921621124159.0,1723475633302.0,1390378932887.0,2563437728824.0,1559012833325.0,1657355499856.0,1756373576773.0,1875174933342.0,1308202168841.0,1671932468623.0,1190528164719.0,1313631432860.0,1460760505583.0,1494770766193.0,1466771161032.0,1385094033692.0,1510970415063.0,1402212918352.0,1939149383323.0,1743703070912.0,2168514211798.0,2328292133575.0,1404447243127.0,2022039581414.0,1592089748101.0,1587881064531.0,1830293082240.0,1662369280919.0,1978153371061.0,1608893954672.0,1881714395001.0,1729107612164.0,2044004999575.0,2056852870273.0,2399598145005.0,3324677623426.0,2178030297362.0,2190616475999.0,2621657690676.0,4185337349642.0,2202171205706.0,2413138997760.0,2472018286115.0
2. Dự phòng giảm giá hàng tồn kho,-54138557770.0,-77983322086.0,0.0,-58092956046.0,-64717164420.0,-58092956046.0,-58092956046.0,-84072291309.0,-84268408527.0,-82670468579.0,-82670468579.0,-92740440304.0,-84488183847.0,-52861146921.0,-52861146921.0,-74002653962.0,-65492860536.0,-66382640671.0,-66382640671.0,-92941703158.0,-75351803001.0,-79089144627.0,-88526264915.0,-88372655503.0,-88372655503.0,-84638006855.0,-84638006855.0,-92176611606.0,-97198305237.0,-99031440572.0,-102599943495.0,-69895298921.0,-69895298921.0,-87182320968.0,-69895298921.0,-70586887288.0,-76301346411.0,-67720273769.0,-67020273769.0,-66573916632.0,-66573916632.0,-66478627431.0,-22933796340.0,-83461398154.0,-83461398154.0,-83461398154.0,-84833089999.0,-82895543999.0,-74406080713.0,-74406080713.0,-74406080713.0
V. Tài sản ngắn hạn khác,843436140480.0,832111580769.0,879696126241.0,857310327231.0,724838119941.0,889443067907.0,1119164000988.0,585833590157.0,498553561963.0,474019459992.0,592543148368.0,773665178264.0,603761360172.0,432092608111.0,768872059550.0,640967654054.0,439179835941.0,391177492889.0,384565035233.0,553533222739.0,583572943593.0,506324278500.0,771018290365.0,598340562147.0,304973402311.0,334926924331.0,435939610319.0,372198876350.0,330251649668.0,413295398009.0,393698777663.0,462282716814.0,419428701739.0,553278952218.0,490687395419.0,489122858625.0,509224540587.0,564705636397.0,640428015103.0,692774960201.0,761924680138.0,1296630585421.0,963276007208.0,1133158904031.0,715296472891.0,981288287385.0,1269871850766.0,1082297952648.0,847562875257.0,753772977486.0,774077626443.0
1. Chi phí trả trước ngắn hạn,89833285780.0,97609993625.0,176963729005.0,84694771269.0,96401703186.0,120558352766.0,134511478302.0,79870308946.0,84835176292.0,84824519004.0,122750557165.0,99190131224.0,100918551812.0,88593629894.0,122451400144.0,156483166631.0,155735900518.0,138185617071.0,163425713315.0,148191473651.0,108762418242.0,71308490666.0,116532851871.0,85824669994.0,72969872009.0,47787960542.0,94561553868.0,85627982724.0,88171933862.0,138669112211.0,139350345023.0,103518806266.0,98691673067.0,190375929323.0,143830974107.0,87198319565.0,64392817231.0,61266957667.0,60093341962.0,57558696404.0,111646834047.0,525865565955.0,96220908844.0,70496425796.0,89258190070.0,85690743713.0,100142499276.0,83670910085.0,75943767767.0,68739370420.0,61064833679.0
2. Thuế giá trị gia tăng được khấu trừ,129121001548.0,338099836975.0,254411678321.0,240658682211.0,198418169938.0,327214880175.0,372672278235.0,267247068454.0,166992946604.0,128143119437.0,131246729439.0,152923325415.0,140494411274.0,178506526336.0,294351107695.0,348333814087.0,243956883830.0,198456455994.0,145328507874.0,333352770415.0,439541746012.0,393429312741.0,625450035264.0,457150047123.0,169137522574.0,224274892225.0,283571712625.0,235784102991.0,192873852788.0,224279461282.0,206811865218.0,299935832005.0,271476997884.0,322098975454.0,316318496317.0,367884429025.0,417628759824.0,477932766057.0,555925971540.0,595684226418.0,591923146895.0,716551958139.0,818333295547.0,1011375951717.0,571484775019.0,839487776460.0,1100543134333.0,949414975835.0,712103111798.0,630477451758.0,660095477298.0
3. Thuế và các khoản phải thu Nhà nước,99547887675.0,30910899789.0,29696971249.0,35267267043.0,30636842527.0,7911111883.0,11295636365.0,741298216.0,15781964119.0,557442548.0,687701634.0,30176559501.0,71112460637.0,47953526349.0,69856177682.0,38780343374.0,32567896283.0,54535419824.0,74144128370.0,71988978673.0,35268779339.0,41586475093.0,28516474230.0,55365845030.0,62866007728.0,62864071564.0,57806343826.0,50786790635.0,48860863018.0,50346824516.0,47191567422.0,58483078543.0,49260030788.0,40804047441.0,30537924995.0,34040110035.0,27202963532.0,25505912673.0,24408701601.0,39532037379.0,58354699196.0,54213061327.0,48721802817.0,51286526518.0,54553507802.0,56109767212.0,69186217157.0,49212066728.0,59515995692.0,54556155308.0,52917315466.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,524933965477.0,365490850380.0,418623747666.0,496689606708.0,399381404290.0,433758723083.0,600684608086.0,237974914541.0,230943474948.0,260494379003.0,337858160130.0,491375162124.0,291235936449.0,117038925532.0,282213374029.0,97370329962.0,6919155310.0,0.0,1666685674.0,0.0,0.0,0.0,518929000.0,0.0,0.0,0.0,0.0,0.0,345000000.0,0.0,345000000.0,345000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,11136200864467.0,23437882393258.0,26143400179839.0,26382312621755.0,25651433622580.0,25436792676541.0,24665536015032.0,24660637029017.0,24165616871136.0,23247299718719.0,22417828129442.0,22242465132645.0,21090878362587.0,20342831319443.0,20644424907150.0,20503360574708.0,20086389655274.0,21217033004343.0,22301306387805.0,22891328162920.0,24090496163187.0,23356832745435.0,23661096622501.0,23544571983897.0,23506474555836.0,23340195370252.0,23416686878155.0,23568432145766.0,23160576259837.0,22609846986467.0,22029919202109.0,21624339559787.0,21121193602964.0,20593817260351.0,20065303977227.0,20220211673316.0,20304203651654.0,20758112583203.0,21936921912262.0,23735231875655.0,24395822268816.0,24613014889519.0,25526634163276.0,27372792385351.0,27978748208217.0,28145700038987.0,27894846842380.0,27154673281364.0,26176371446281.0,25262511201472.0,25509715401551.0
I. Các khoản phải thu dài hạn,85500000.0,6640270170.0,17235317414.0,4271313000.0,310965000.0,4293313000.0,310965000.0,1578282116.0,0.0,0.0,0.0,0.0,0.0,0.0,1991672322.0,0.0,24807840167.0,26878090967.0,29721981141.0,22637051369.0,26441273929.0,33608357531.0,82832254837.0,134703030428.0,146136449483.0,180972869670.0,202201620809.0,191288963954.0,186793390312.0,207144399271.0,214448413862.0,216829039491.0,110600197674.0,118868647969.0,111621635216.0,128406370801.0,140543997174.0,140724336127.0,165117011195.0,162112201594.0,164536574936.0,182707631082.0,187022113084.0,187160253871.0,207977387687.0,168033469902.0,147838558867.0,168689074161.0,180567328681.0,149494096197.0,156742132220.0
1. Phải thu dài hạn của khách hàng,85500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88853044690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,6640270170.0,17235317414.0,4271313000.0,310965000.0,4293313000.0,310965000.0,1578282116.0,0.0,0.0,0.0,0.0,0.0,0.0,1991672322.0,0.0,24807840167.0,26878090967.0,29721981141.0,22637051369.0,26441273929.0,33608357531.0,82832254837.0,134703030428.0,146136449483.0,92119824980.0,202201620809.0,191288963954.0,186793390312.0,207144399271.0,214448413862.0,216829039491.0,110600197674.0,118868647969.0,111621635216.0,128406370801.0,140543997174.0,140724336127.0,165117011195.0,162112201594.0,164536574936.0,182707631082.0,187022113084.0,187718539786.0,207977387687.0,168033469902.0,147838558867.0,168689074161.0,180567328681.0,149494096197.0,156742132220.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-558285915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,9487939585478.0,17976591262900.0,17643132945432.0,17363864310218.0,16731157945699.0,16996793287184.0,16292361081945.0,15811550559717.0,15120961903256.0,16253264942986.0,15488586117186.0,17140165090656.0,17180448621032.0,16769836849531.0,15978699268080.0,15182324207234.0,14402601158358.0,13741349720726.0,13753746730243.0,14843715917816.0,14242970625320.0,18796675385904.0,17998266550070.0,17160567005500.0,16458626504422.0,16030086371632.0,15589832318497.0,15496985629551.0,20319365108791.0,19844559058535.0,19167663846002.0,18540035400912.0,17962175002666.0,17375593065538.0,16737810276160.0,15849859946892.0,15184191859069.0,14636642344055.0,14067547820860.0,19773601197998.0,19092950251134.0,19330095576422.0,18695392203111.0,18098268868761.0,17972543138207.0,17422757655931.0,17077040402901.0,16369664841026.0,15816238438361.0,15130118508739.0,19554745676519.0
1. Tài sản cố định hữu hình,9473582377445.0,17746980365758.0,17234260450837.0,16880391593443.0,16255166168004.0,16532954891533.0,15835364547275.0,15303915819173.0,14616788975717.0,15764156590440.0,15010808643754.0,16665894928079.0,16733524570143.0,16307789777037.0,15522022216991.0,14729620961637.0,13919254735909.0,13313337945718.0,13341422990783.0,14419217979766.0,13805039206858.0,18326074812412.0,17533151843481.0,16744474242286.0,15971914146051.0,15573538541514.0,15144101223484.0,15026246293980.0,19816108316235.0,19380854179112.0,18705577294908.0,18079835181335.0,17507665893348.0,16921971655204.0,16292282415371.0,15437766089565.0,14772241162891.0,14216746964405.0,13647255362390.0,19335105714286.0,18661289710447.0,18914315830103.0,18287436228711.0,17688043268312.0,17567064372462.0,17013507835869.0,16679673135051.0,15975936459471.0,15431555899679.0,14754151782209.0,19179761423855.0
