Item,Q4 2006,Q3 2007,Q4 2007,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,804711089000.0,1072935787070.0,4011680725000.0,4831016004000.0,6455382429000.0,4524792761000.0,4450238978000.0,4990491440000.0,5340035352000.0,7403555092000.0,8081862710000.0,8262292509000.0,9162579866000.0,11085919707000.0,11781429557000.0,13083429431000.0,14075800103000.0,13303193163000.0,13084330604000.0,13871489872000.0,11939133917000.0,13736225163000.0,15234297809000.0,17003801670000.0,15437372810000.0,9698754741000.0,9372877632000.0,10822752776000.0,11375929985000.0,10112881970000.0,11090076734000.0,12636848162000.0,13082986673000.0,13152918271000.0,13968053065000.0,11927800705000.0,13092099960000.0,10599895568000.0,10551688370000.0,9784612658000.0,7938021572000.0,8739143586000.0,7049204781000.0,7635142588000.0,7460985331000.0,10060599985000.0,6527891699000.0,6091773425000.0,8357620738000.0,7149532287000.0,6504078906000.0,7815824103000.0,9105200725000.0,10136116918000.0,4226879002000.0,5226803590000.0,5979111805000.0,5624732830000.0,4910486302000.0,8054798117000.0,8390708767000.0,8162952279000.0,8682963195000.0,7816012477000.0,6393721268000.0
I. Tiền và các khoản tương đương tiền,132797218000.0,56479972373.0,1290907575000.0,118873850000.0,722358461000.0,531085394000.0,456243436000.0,548722343000.0,597202369000.0,1944228950000.0,1345533525000.0,1224546617000.0,2192592098000.0,3588663440000.0,2489107241000.0,3123568302000.0,3150298210000.0,2893541410000.0,1687406551000.0,2578558970000.0,1598460370000.0,2518419172000.0,2444249100000.0,2376595774000.0,1729525709000.0,2449630457000.0,1429107363000.0,1940898403000.0,2277728564000.0,978411382000.0,932698338000.0,1467152784000.0,2079011827000.0,968617597000.0,1719734428000.0,1424306671000.0,889476060000.0,794085316000.0,209295185000.0,1619141339000.0,219902564000.0,141082424000.0,107320055000.0,223552064000.0,847689600000.0,337744709000.0,261427547000.0,177737527000.0,193002013000.0,254431619000.0,61138981000.0,82102337000.0,280416936000.0,97275396000.0,272554623000.0,155797335000.0,108787149000.0,78243594000.0,125163469000.0,117689314000.0,131545682000.0,72372525000.0,43230935000.0,50076560000.0,62329043000.0
1. Tiền,132797218000.0,56479972373.0,1290907575000.0,118873850000.0,722358461000.0,531085394000.0,456243436000.0,548722343000.0,597202369000.0,1944228950000.0,1345533525000.0,1224546617000.0,2192592098000.0,3588663440000.0,2489107241000.0,3123568302000.0,3150298210000.0,2893541410000.0,1687406551000.0,2578558970000.0,1598460370000.0,2518419172000.0,1673601656000.0,2061595774000.0,1721100993000.0,2449630457000.0,1429107363000.0,1940898403000.0,2277728564000.0,978411382000.0,932698338000.0,1467152784000.0,2079011827000.0,968617597000.0,1167253409000.0,1424306671000.0,889476060000.0,794085316000.0,209295185000.0,1619141339000.0,219902564000.0,141082424000.0,107320055000.0,223534938000.0,847689600000.0,337744709000.0,261427547000.0,177737527000.0,193002013000.0,254431619000.0,61138981000.0,82102337000.0,280416936000.0,97275396000.0,272554623000.0,155797335000.0,108787149000.0,78243594000.0,125163469000.0,117689314000.0,131545682000.0,72372525000.0,43230935000.0,50076560000.0,62329043000.0
2. Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770647444000.0,315000000000.0,8424716000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552481019000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17126000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Các khoản đầu tư tài chính ngắn hạn,0.0,90000000000.0,115202515000.0,700000000.0,0.0,0.0,0.0,0.0,0.0,157571210000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,97356499000.0,97356499000.0,81783240000.0,81783240000.0,150226645000.0,150378106000.0,150378106000.0,150378106000.0,150378106000.0,150378106000.0,81783240000.0,81783240000.0,81783240000.0,0.0,0.0,0.0,0.0,119118900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Chứng khoán kinh doanh,0.0,90000000000.0,115202515000.0,700000000.0,0.0,0.0,0.0,0.0,0.0,157571210000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,81783240000.0,97356499000.0,97356499000.0,81783240000.0,81783240000.0,150226645000.0,150378106000.0,150378106000.0,150378106000.0,150378106000.0,150378106000.0,81783240000.0,81783240000.0,81783240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119118900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
III. Các khoản phải thu ngắn hạn,227591328000.0,727398419266.0,1117125828000.0,2333131986000.0,3201909701000.0,1984810093000.0,1738790877000.0,2157290061000.0,2483114203000.0,2956113887000.0,4378686678000.0,3970557532000.0,3705043913000.0,4362062643000.0,4883091613000.0,5024016434000.0,5786154176000.0,5542894756000.0,6220725682000.0,5704322426000.0,5946681159000.0,6831628383000.0,7741173082000.0,10061468076000.0,9259053687000.0,5053734881000.0,5584755143000.0,6520836784000.0,6760472174000.0,6672965810000.0,7665335301000.0,7873852724000.0,7432404754000.0,8400594474000.0,8397704073000.0,7881872906000.0,10229544391000.0,7773164852000.0,7803069877000.0,6959146839000.0,6463055813000.0,7282383158000.0,5416605321000.0,5975238401000.0,5074038979000.0,4793755054000.0,4427985064000.0,3930462557000.0,6105582076000.0,4613432334000.0,4060812391000.0,5314536189000.0,6186193971000.0,7672848395000.0,3690557074000.0,4749725113000.0,5482683651000.0,5111213017000.0,4068294574000.0,7053387394000.0,7175878584000.0,6896244045000.0,7608744421000.0,6477821085000.0,5084700976000.0
1. Phải thu ngắn hạn của khách hàng,99883763000.0,502869178848.0,325765251000.0,901228341000.0,1862291212000.0,719302322000.0,815784713000.0,1437149173000.0,1925966415000.0,1694730505000.0,2194011427000.0,2221381708000.0,1992224916000.0,2785902169000.0,2530494020000.0,1808194318000.0,2594657984000.0,2446396031000.0,2664186228000.0,2175572469000.0,2548133609000.0,2548112557000.0,2799706856000.0,2370455723000.0,2225361267000.0,1147589808000.0,1399092626000.0,1367997751000.0,1587290257000.0,1593406139000.0,2953989357000.0,3393426138000.0,3242935409000.0,1606325546000.0,1921527013000.0,2110234012000.0,3040356423000.0,2276106307000.0,1900880899000.0,2001772950000.0,1832152787000.0,2105492876000.0,2954455298000.0,3428551851000.0,3247406579000.0,2976394171000.0,2111472248000.0,1460955195000.0,3714704945000.0,1526364333000.0,1294647201000.0,1385180697000.0,1455186201000.0,4075628659000.0,526457299000.0,630535972000.0,810395024000.0,553790175000.0,698951325000.0,871119728000.0,1189483271000.0,966673012000.0,1350807507000.0,1424617572000.0,2000845233000.0
2. Trả trước cho người bán,121596639000.0,185755467477.0,448036718000.0,947604139000.0,448452001000.0,658867521000.0,510222866000.0,429404047000.0,360741585000.0,870124080000.0,1447564963000.0,1195809057000.0,1169192419000.0,1249025710000.0,1772424591000.0,2028295225000.0,1826423816000.0,1999265586000.0,2341606943000.0,2272389224000.0,2230200377000.0,3109829702000.0,3074252195000.0,2604047370000.0,2909518807000.0,1466303880000.0,1724594335000.0,1919680589000.0,2010076028000.0,2196363237000.0,2273564753000.0,1765528008000.0,1663306552000.0,1920449006000.0,1404757048000.0,1174859091000.0,1138430733000.0,1099346421000.0,1168538926000.0,1285735368000.0,650646104000.0,652704253000.0,191375200000.0,188251514000.0,239120236000.0,457339010000.0,499727703000.0,375106252000.0,437098601000.0,374650724000.0,102613166000.0,1386043391000.0,133139371000.0,109093348000.0,95826437000.0,110543462000.0,101471502000.0,147090474000.0,188577713000.0,253562816000.0,459372094000.0,766151359000.0,798764112000.0,850955715000.0,1227096135000.0
3. Phải thu nội bộ ngắn hạn,0.0,-8487693765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597882336000.0,1295925861000.0,3644593513000.0,3598742918000.0,3665947762000.0,5018208374000.0,2812512127000.0,2819983988000.0,1821805855000.0,3149083782000.0,3819416925000.0,1215983226000.0,1466590618000.0,963830133000.0,724888836000.0,1145640837000.0,1535433933000.0,1473009049000.0,2292368418000.0,2424537222000.0,2319440745000.0,4013786129000.0,4186477208000.0,5157327545000.0,5682083683000.0,5682083685000.0,5558385619000.0,3783590432000.0,5545275169000.0,4889058529000.0,4017224677000.0,4029288941000.0,1942761062000.0,1491780911000.0
6. Phải thu ngắn hạn khác,6323518000.0,47474058901.0,343536451000.0,484512098000.0,892869082000.0,607452842000.0,412995890000.0,291839435000.0,197529858000.0,392823227000.0,738139311000.0,554395790000.0,544655601000.0,328293202000.0,581331440000.0,1188685329000.0,1366230814000.0,1098830734000.0,1217880199000.0,1259916571000.0,1171294861000.0,1176434174000.0,1867961360000.0,5089846068000.0,4124406485000.0,2439841193000.0,2461385237000.0,3234034585000.0,3163105889000.0,2888496630000.0,2443071468000.0,1122278926000.0,1234854065000.0,1238924824000.0,1483220881000.0,1038353391000.0,1142812619000.0,1598964203000.0,1941810584000.0,1879088308000.0,859317661000.0,733707139000.0,1077139516000.0,925435946000.0,652624662000.0,668623334000.0,708430930000.0,614760904000.0,531692100000.0,467024417000.0,326371974000.0,291775225000.0,650485624000.0,631861394000.0,417019373000.0,550963981000.0,622297738000.0,733833340000.0,825943804000.0,939484209000.0,974365508000.0,1171523523000.0,1510496385000.0,2356347537000.0,455397308000.0
7. Dự phòng phải thu ngắn hạn khó đòi,-212592000.0,-212592195.0,-212592000.0,-212592000.0,-1702594000.0,-812592000.0,-212592000.0,-1102594000.0,-1123655000.0,-1563925000.0,-1029023000.0,-1029023000.0,-1029023000.0,-1158438000.0,-1158438000.0,-1158438000.0,-1158438000.0,-1597595000.0,-2947688000.0,-3555838000.0,-2947688000.0,-2748050000.0,-747329000.0,-2881085000.0,-232872000.0,0.0,-317055000.0,-876141000.0,0.0,-5300196000.0,-5290277000.0,-5262684000.0,-4617133000.0,-9698415000.0,-10543787000.0,-107521350000.0,-110263758000.0,-13764206000.0,-28144520000.0,-29255642000.0,-28144521000.0,-28938035000.0,-22347919000.0,-33591528000.0,-28942631000.0,-33490297000.0,-37286654000.0,-55793727000.0,-50922619000.0,-46975558000.0,-87357172000.0,-67903869000.0,-66403354000.0,-1330212214000.0,-2506073580000.0,-2224401985000.0,-1733564298000.0,-1881886591000.0,-1428768700000.0,-556054528000.0,-336400818000.0,-25328526000.0,-80612524000.0,-96860801000.0,-90418611000.0
IV. Tổng hàng tồn kho,426899776000.0,179757911472.0,1370091461000.0,2283036801000.0,2375343062000.0,1852154407000.0,2091547305000.0,2095497206000.0,2109678817000.0,2213150611000.0,2099128173000.0,2791479502000.0,2942587923000.0,2848965731000.0,3997235871000.0,4541984540000.0,4706130501000.0,4422965844000.0,4676558745000.0,5149112506000.0,3861054865000.0,3684538694000.0,4470914824000.0,3970782275000.0,3847979684000.0,1834389446000.0,1967022876000.0,1957325505000.0,1903150230000.0,2084921344000.0,2315756226000.0,3161637558000.0,3448073565000.0,3649526873000.0,3598468484000.0,2572564140000.0,1930643007000.0,1983395937000.0,1359439105000.0,1152281366000.0,1181278161000.0,1244935201000.0,1443124839000.0,1371670163000.0,1472692539000.0,1495654668000.0,1756151244000.0,1918524461000.0,1988966748000.0,2207476645000.0,2325508945000.0,2336472085000.0,2559771789000.0,2286994426000.0,249700161000.0,303992967000.0,365539129000.0,406975481000.0,682099617000.0,838779612000.0,1033410296000.0,1119398289000.0,981135812000.0,1258181392000.0,1221646227000.0
1. Hàng tồn kho,426899776000.0,179811395632.0,1370391941000.0,2283337281000.0,2384830530000.0,1852454887000.0,2091847785000.0,2095797686000.0,2109979297000.0,2213663205000.0,2099640767000.0,2791992096000.0,2943100517000.0,2849019215000.0,3997289355000.0,4542038024000.0,4706183985000.0,4423019328000.0,4676612229000.0,5149165990000.0,3861108349000.0,3684592178000.0,4470968308000.0,3970835759000.0,3847979684000.0,1834389446000.0,1967022876000.0,1966398709000.0,1912223434000.0,2084921344000.0,2315756226000.0,3161637558000.0,3448073565000.0,3654709680000.0,3599708898000.0,2576287385000.0,1935123853000.0,1986151368000.0,1392401529000.0,1178947673000.0,1195794863000.0,1259555340000.0,1450770520000.0,1402536382000.0,1485216889000.0,1497632241000.0,1766174873000.0,1920812423000.0,1991734203000.0,2229048745000.0,2344119008000.0,2349775325000.0,2560667329000.0,2430367957000.0,249700161000.0,303992967000.0,365539129000.0,410678886000.0,685803022000.0,842483017000.0,1037113701000.0,1121739864000.0,983477387000.0,1260522967000.0,1223987802000.0
2. Dự phòng giảm giá hàng tồn kho,0.0,-53484160.0,-300480000.0,-300480000.0,-9487468000.0,-300480000.0,-300480000.0,-300480000.0,-300480000.0,-512594000.0,-512594000.0,-512594000.0,-512594000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,-53484000.0,0.0,0.0,0.0,-9073204000.0,-9073204000.0,0.0,0.0,0.0,0.0,-5182807000.0,-1240414000.0,-3723245000.0,-4480846000.0,-2755431000.0,-32962424000.0,-26666307000.0,-14516702000.0,-14620139000.0,-7645681000.0,-30866219000.0,-12524350000.0,-1977573000.0,-10023629000.0,-2287962000.0,-2767455000.0,-21572100000.0,-18610063000.0,-13303240000.0,-895540000.0,-143373531000.0,0.0,0.0,0.0,-3703405000.0,-3703405000.0,-3703405000.0,-3703405000.0,-2341575000.0,-2341575000.0,-2341575000.0,-2341575000.0
V. Tài sản ngắn hạn khác,17422767000.0,19299483959.0,118353346000.0,95273367000.0,155771205000.0,156742867000.0,163657360000.0,188981830000.0,150039963000.0,132490434000.0,176731094000.0,193925618000.0,240572692000.0,204444653000.0,330211592000.0,312076915000.0,351433976000.0,346434654000.0,402283127000.0,357712730000.0,451154283000.0,551412269000.0,427582697000.0,444577439000.0,450435624000.0,210621851000.0,241614144000.0,321908844000.0,352795777000.0,294800194000.0,176286869000.0,134205096000.0,123496527000.0,134179327000.0,133027180000.0,49056988000.0,42436502000.0,49249463000.0,1179884203000.0,54043114000.0,73785034000.0,70742803000.0,82154566000.0,64681960000.0,66564213000.0,3433445554000.0,82327844000.0,65048880000.0,70069901000.0,74191689000.0,56618589000.0,82713492000.0,78818029000.0,78998701000.0,14067144000.0,17288175000.0,22101876000.0,28300738000.0,34928642000.0,44941797000.0,49874205000.0,74937420000.0,49852027000.0,29933440000.0,25045022000.0
1. Chi phí trả trước ngắn hạn,69837000.0,924660763.0,1202432000.0,6215322000.0,2041947000.0,2702455000.0,2210697000.0,1653810000.0,7693090000.0,32418109000.0,24830860000.0,5570374000.0,57641291000.0,47251854000.0,63250524000.0,21803822000.0,28491164000.0,24236627000.0,38269392000.0,31057234000.0,32662496000.0,79283558000.0,82107654000.0,24748376000.0,25617173000.0,30517877000.0,32144974000.0,41988503000.0,41660771000.0,44019396000.0,45531872000.0,7976837000.0,10502281000.0,15965157000.0,14271765000.0,12092851000.0,12441032000.0,15767956000.0,14311153000.0,9442318000.0,40189678000.0,28388137000.0,35936293000.0,14781025000.0,26157939000.0,44502106000.0,35008936000.0,9536703000.0,10149409000.0,31086282000.0,7327571000.0,27921161000.0,19507208000.0,15732572000.0,2027977000.0,3190861000.0,7732552000.0,7554097000.0,6060834000.0,13184973000.0,15861071000.0,38911021000.0,14465759000.0,11310228000.0,9141056000.0
2. Thuế giá trị gia tăng được khấu trừ,10275115000.0,10352323196.0,47720744000.0,71713119000.0,102366586000.0,109255090000.0,110774039000.0,128706707000.0,81242843000.0,43369234000.0,60809651000.0,78358416000.0,85042696000.0,77671693000.0,104670505000.0,134746360000.0,150878669000.0,178999991000.0,174092263000.0,138165749000.0,130318834000.0,79037724000.0,63266985000.0,64299058000.0,52059267000.0,41154980000.0,54241788000.0,55306178000.0,55684177000.0,44410518000.0,40095918000.0,37474107000.0,23409226000.0,34067169000.0,34805216000.0,34830388000.0,28473511000.0,27983731000.0,31280383000.0,30613133000.0,31774784000.0,34984150000.0,38334244000.0,42637678000.0,31962974000.0,33781331000.0,35518091000.0,44009154000.0,48698758000.0,38890495000.0,44205730000.0,49924131000.0,54684867000.0,58646168000.0,8796504000.0,10962196000.0,11234206000.0,17611523000.0,25728309000.0,28607236000.0,30873635000.0,32886900000.0,31850760000.0,15488094000.0,12764467000.0
3. Thuế và các khoản phải thu Nhà nước,65577000.0,0.0,102048000.0,2329332000.0,0.0,0.0,305439000.0,554447000.0,114144000.0,36986000.0,5523660000.0,6580640000.0,339393000.0,737960000.0,28001030000.0,18082003000.0,26981416000.0,6933815000.0,310749000.0,1925149000.0,12563594000.0,1948988000.0,3688857000.0,4138423000.0,7296187000.0,8240084000.0,12877097000.0,7704382000.0,11432067000.0,14908992000.0,8875839000.0,6772799000.0,7493667000.0,1951013000.0,1754211000.0,2133749000.0,1521959000.0,5497776000.0,5424444000.0,13987663000.0,1820572000.0,7370516000.0,7884029000.0,7263257000.0,8443300000.0,11667485000.0,11800817000.0,11503023000.0,11221734000.0,4214912000.0,5085288000.0,4868200000.0,4625954000.0,4619961000.0,3242663000.0,3135118000.0,3135118000.0,3135118000.0,3139499000.0,3149588000.0,3139499000.0,3139499000.0,3535508000.0,3135118000.0,3139499000.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,7012238000.0,8022500000.0,69328122000.0,15015594000.0,51362672000.0,44785322000.0,50367185000.0,58066866000.0,60989886000.0,56666105000.0,85566923000.0,103416188000.0,97549312000.0,78783146000.0,134289533000.0,137444730000.0,145082727000.0,136264221000.0,189610723000.0,186564598000.0,275609359000.0,391141999000.0,278519201000.0,351391582000.0,365462997000.0,130708910000.0,142350285000.0,216909781000.0,244018762000.0,191461288000.0,81783240000.0,81981353000.0,82091353000.0,82195988000.0,82195988000.0,0.0,0.0,0.0,1128868223000.0,0.0,0.0,0.0,0.0,0.0,0.0,3343494632000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
