Item,Q4 2006,Q4 2007,Q1 2008,Q2 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
1. Phải trả người bán dài hạn,0.0,0.0,,0.0,0.0,,,1305000000.0,,92606000.0,92606000.0,74086000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34552217613.0,28612202233.0,3386585033.0,3470039533.0,9992472533.0,14062041533.0,13021355533.0,15158410533.0,11395929533.0,7617173533.0,3932842533.0,2736363220.0,1515622353.0,0.0,0.0,0.0,0.0,0.0,2693894000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3009079072.0,0.0,0.0,0.0,11359372612.0,14097685256.0,26837298632.0,34126854262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157210000.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462516874000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,0.0,0.0,,0.0,0.0,,,56000000000.0,,306402694055.0,331706037464.0,360840000000.0,420138750000.0,454996500000.0,640573410954.0,644573410954.0,971594010954.0,986488510954.0,1022925060954.0,1017390060954.0,934546060954.0,925157060954.0,860893060954.0,901266681620.0,976740681620.0,995910554420.0,978964758147.0,940628694335.0,910701356807.0,1336239746454.0,1321743970988.0,941763666613.0,1037775003208.0,897125559784.0,927283837696.0,907161285629.0,952103446757.0,967138498701.0,959022609992.0,1237863689765.0,1176034606485.0,1173817416105.0,1169151170284.0,1177404049728.0,526301047389.0,540731746881.0,544731100936.0,536706047353.0,569734015815.0,577184361355.0,522755642301.0,484296086991.0,551589958880.0,547170675305.0,545731030104.0,562478315708.0,564809499408.0,562869115039.0,813396166869.0,874644029771.0,486441633245.0,979395686425.0,1003906901441.0,1301174232198.0
6. Vay và nợ thuê tài chính dài hạn,9787151842.0,5820447488.0,,5101480436.0,35766427388.0,,,219649694368.0,,361411178933.0,613643264746.0,679405632412.0,1090835686820.0,1368325520554.0,1377966392059.0,1604237417173.0,1913239163487.0,1950384906520.0,2163474074473.0,2073081532698.0,1683731154037.0,1508155026141.0,1234705612010.0,1330957473035.0,1817547305987.0,2307293290179.0,2630491697545.0,2208489117414.0,2166330976217.0,1955082882936.0,2401713218562.0,3234212755198.0,3579614827726.0,3989218905982.0,4037780965222.0,4152756015201.0,4278233378817.0,4579009836514.0,4804909089288.0,4985128441142.0,5295353481178.0,5266877820651.0,5439419104058.0,5342908154187.0,5430733177906.0,5438284452218.0,5427857952217.0,5451236452226.0,5534768788073.0,5515437122073.0,5486215357073.0,5450850358073.0,5411539750297.0,5368639751297.0,5242975252297.0,5190336343297.0,5149937492288.0,5008651300996.0,4696844290895.0,4603513763622.0,4561127422717.0,4484601245440.0,4417652745440.0,5186738138882.0
7. Trái phiếu chuyển đổi,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607755017548.0
9. Dự phòng trợ cấp mất việc làm,0.0,0.0,,0.0,101241897.0,,,106779263.0,,240573903.0,240573903.0,225054483.0,240014483.0,254830284.0,240014483.0,240014483.0,240014483.0,240014483.0,240014483.0,240014483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14517958183.0,13461260910.0,15384298182.0,17307335456.0,19230372729.0,21153410002.0,23076447275.0,30768596367.0,26922521821.0,23325389115.0,30768596367.0,32691633640.0,34614670913.0,36537708186.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,38460745459.0,103436254493.0
11. Doanh thu chưa thực hiện dài hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,829947652.0,685593537.0,581556654.0,530449062.0,35226971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29754426326.0,193165206326.0,240871457237.0,240865775419.0,240860093601.0,240837366329.0,329114509.0,329114509.0,306387237.0,306387237.0,306387237.0,306387237.0,283659965.0,283659965.0,5750740775.0,5452412707.0,5352249276.0,4968313600.0,4303280414.0,3615512190.0,3513492814.0,2599799050.0,2093821360.0,1421401764.0,826962150.0,799142742.0,757514867.0,1075052700.0,1191236986.0,1490254721.0,1432674267.0,1363122106.0,967010108.0,857632440.0,731796624.0,607489916.0,596268865.0,2130234246.0,883844345.0,53473893008.0
12. Quỹ phát triển khoa học và công nghệ,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,20561366842.0,64435753583.0,66113292086.0,64960630203.0,69288224581.0,66257664799.0,64858773635.0,70769785275.0,158073894315.0,160061096164.0,192523637003.0,443768116812.0,493993187573.0,509495983412.0,528472473492.0,540019657787.0,579403847355.0,593084180272.0,559030071982.0,561673922010.0,612028240155.0,611746757871.0,772692597675.0,775250704031.0,773811183524.0,776569237665.0,976712525658.0,996821186469.0,1327778272292.0,1333327793706.0,1608847687339.0,1623568848447.0,1722415693973.0,1827237742790.0,2295079263352.0,2429780129992.0,2533196526311.0,2668541129302.0,2487951558183.0,3153013686737.0,3227386816820.0,3234762185345.0,3265225485293.0,3304260250653.0,3164203864752.0,3150466857762.0,3151237025262.0,3182507060066.0,3214925552968.0,3211890413152.0,3198394972227.0,3109299560513.0,2960825945179.0,2936444470950.0,2887384016109.0,2814607070656.0,3803177947218.0,3943613146490.0,3921715944745.0,3930391695124.0,3867959323060.0,3874205583436.0,3887076719031.0,11222036277918.0
I. Vốn chủ sở hữu,20561366842.0,64435753583.0,66113292086.0,64960630203.0,69288224581.0,66257664799.0,64858773635.0,70769785275.0,158073894315.0,160061096164.0,192523637003.0,443768116812.0,493993187573.0,509495983412.0,528472473492.0,540019657787.0,579403847355.0,593084180272.0,559030071982.0,561673922010.0,612028240155.0,611746757871.0,772692597675.0,775250704031.0,773811183524.0,776569237665.0,976712525658.0,996821186469.0,1327778272292.0,1333327793706.0,1608847687339.0,1623568848447.0,1722415693973.0,1827237742790.0,2295079263352.0,2429780129992.0,2533196526311.0,2668541129302.0,2487951558183.0,3153013686737.0,3227386816820.0,3234762185345.0,3265225485293.0,3304260250653.0,3164203864752.0,3150466857762.0,3151237025262.0,3182507060066.0,3214925552968.0,3211890413152.0,3198394972227.0,3109299560513.0,2960825945179.0,2936444470950.0,2887384016109.0,2814607070656.0,3803177947218.0,3943613146490.0,3921715944745.0,3930391695124.0,3867959323060.0,3874205583436.0,3887076719031.0,11222036277918.0
1. Vốn đầu tư của chủ sở hữu,14923264981.0,55000000000.0,55000000000.0,55000000000.0,55000000000.0,55000000000.0,55000000000.0,55000000000.0,135000000000.0,135000000000.0,135010000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,349976000000.0,646474910000.0,646474910000.0,646474910000.0,646474910000.0,846474910000.0,846474910000.0,946474910000.0,946474910000.0,1284047330000.0,1284047330000.0,1284047330000.0,1284047330000.0,1684174160000.0,1763294160000.0,1763294160000.0,1763294160000.0,1904349130000.0,2510589130000.0,2510589130000.0,2510589130000.0,2510589130000.0,2510589130000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,2686319650000.0,3486319650000.0,3486319650000.0,3486319650000.0,3486319650000.0,3486319650000.0,3486319650000.0,3486319650000.0,8925119650000.0
2. Thặng dư vốn cổ phần,-320000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8337500000.0,8247500000.0,8203500000.0,72522832987.0,72292032987.0,72277032987.0,72257032987.0,72257032987.0,72257032987.0,72237032987.0,72222032987.0,72222032987.0,72222032987.0,72202032987.0,5167832987.0,5154600587.0,5154600587.0,5128135838.0,3734064565.0,3734064565.0,3734064565.0,3600388545.0,70724221878.0,70686348433.0,70238348433.0,70113007960.0,70085996326.0,69851091826.0,69840926959.0,69764783017.0,69724055742.0,85451808742.0,85174473675.0,85114345784.0,85040252628.0,85027030628.0,84988051186.0,84941176989.0,84921165989.0,84921165989.0,84921165989.0,84874291792.0,84841870892.0,84828634592.0,84824223592.0,84755305395.0,84728083395.0,84728083395.0,84541583395.0,84434844796.0,84435444796.0,84435444796.0,84146444796.0,84082444796.0,84082444796.0,-852804767227.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,1840619038.0,128993075.0,0.0,1416647629.0,1695854644.0,0.0,0.0,3134368556.0,0.0,6849860075.0,6922908260.0,6217848227.0,6201950511.0,6424459748.0,18990800901.0,19016381551.0,19182697924.0,19179546144.0,59173247745.0,59444203048.0,59235647695.0,31974455915.0,32871215899.0,32886611267.0,31267451774.0,31269313583.0,33272122174.0,33274248776.0,33276441113.0,46899878364.0,72533202714.0,72561432079.0,72781820671.0,72781820671.0,80771763538.0,80771781884.0,80771817761.0,80771359255.0,100830835329.0,100830835329.0,100830835329.0,100830835329.0,115707635329.0,115707635329.0,115707635329.0,115707635329.0,119568635329.0,119568635329.0,119568635329.0,119568635329.0,119568635329.0,122247635329.0,122247635329.0,122247635329.0,122247635329.0,122247635329.0,122247635329.0,122247635329.0,125326835329.0,125326835329.0,125326835329.0,125326835329.0,125326835329.0,125326835329.0
9. Quỹ dự phòng tài chính,924961731.0,1105197799.0,0.0,1467747363.0,1487602243.0,0.0,0.0,1929931128.0,0.0,2797176088.0,2800003663.0,2581466222.0,2579683293.0,2764412237.0,6460394929.0,6467703686.0,6610011398.0,6609110889.0,11836910663.0,11836910663.0,11871864337.0,11871864337.0,13629487494.0,13614949292.0,12931670697.0,12971388045.0,13531302778.0,13576668861.0,13623437251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,1299917177.0,0.0,0.0,3360907952.0,4454356637.0,0.0,5894575505.0,0.0,0.0,0.0,34825326.0,34825326.0,34825326.0,34825326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,136095405.0,3524625302.0,5303143344.0,2347403963.0,5629744869.0,2727249234.0,54442839.0,4355883565.0,621879583.0,-1356563194.0,24380838207.0,2530038943.0,29415828849.0,39896300289.0,36579928672.0,50100818160.0,80519281853.0,90081821676.0,11795038208.0,14535971887.0,63893943926.0,91302673403.0,20049303880.0,21374170941.0,41574732414.0,44761032608.0,44609247189.0,65482687120.0,298760705145.0,303913288159.0,149946953228.0,164796739862.0,291843960332.0,285815366820.0,344588430723.0,399006819550.0,502306388914.0,627530413140.0,391429988352.0,436146066368.0,514859968150.0,524660059083.0,544433927372.0,585679394651.0,273074030739.0,262867304005.0,261720677515.0,294964979340.0,328927063655.0,329031752589.0,317306353276.0,227370655087.0,80626534571.0,57791389988.0,10335869184.0,-53369675680.0,139078152770.0,268340780208.0,239956841984.0,248978955972.0,186963943058.0,193222518789.0,206070088632.0,215253607747.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125605229889.0,125605229889.0,125956188284.0,201960647232.0,201960647232.0,101783539232.0,101783539232.0,488142927288.0,208650750918.0,208650750918.0,210028716606.0,514587549132.0,496735749503.0,496735749503.0,195838149928.0,273074030739.0,269477644691.0,269477644691.0,275339386083.0,320532802533.0,321719059195.0,310464934135.0,315688161155.0,80852847196.0,80852847196.0,80923195162.0,53268880352.0,179267648655.0,137710985138.0,136871691568.0,47935859377.0,192294330945.0,192421729127.0,192796238161.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24341723339.0,39191509973.0,165887772048.0,83854719588.0,142627783491.0,297223280318.0,400522849682.0,139387485852.0,182779237434.0,227495315450.0,304831251544.0,10072509951.0,47698177869.0,88943645148.0,77235880811.0,-10206726734.0,-7756967176.0,25487334649.0,53587677572.0,8498950056.0,-4412705919.0,-83094279048.0,-235061626584.0,-23061457208.0,-70516978012.0,-134292870842.0,85809272418.0,89073131553.0,102245856846.0,112107264404.0,139028083681.0,928187844.0,13648359505.0,22457369586.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,3056425687.0,4676937407.0,4510231565.0,4728831248.0,5475022825.0,5169507613.0,5349974159.0,6349602026.0,8219939227.0,8523123195.0,15206386873.0,9939930433.0,33492866607.0,38122952825.0,44173490677.0,42166896077.0,50858823193.0,55000668576.0,54026842379.0,53658803425.0,54828751210.0,54419731229.0,54499847415.0,55745461944.0,36407818052.0,35964457591.0,35090878952.0,34278607147.0,31908714218.0,32439328638.0,31595979519.0,31476998073.0,3504234537.0,114480217339.0,115458912765.0,116856276732.0,116983232677.0,127180413890.0,21617548760.0,19995846298.0,15932409666.0,13567815149.0,9454539964.0,7257060045.0,4114497498.0,631091439.0,-1293103571.0,-3267370592.0,-4810962005.0,-7903916558.0,-9641537270.0,-11467014495.0,-13192098313.0,-14669509762.0,-16247221799.0,-25318622388.0,-29009074276.0,-17729763843.0,-14322827364.0,-14669190973.0,-14797550123.0,-14745865478.0,-14722299726.0,2809140952069.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,160501795689.0,221931754861.0,194774514406.0,227290627405.0,331028307738.0,366846996392.0,542561004789.0,818101191953.0,1147694902382.0,1723978364890.0,2276699737757.0,2778848738863.0,3178533059484.0,3683701221819.0,3824004272787.0,4068369031598.0,4422336585215.0,4440253345870.0,4907212183317.0,4859074641684.0,4167870192573.0,3932141009844.0,3906519599685.0,4113395266496.0,4770422896786.0,5235493276576.0,5611793892875.0,5986621972742.0,6213337285050.0,5787599968005.0,6596187210475.0,7402533907380.0,7086350873976.0,7480363209674.0,8117601368985.0,8458889740812.0,9319852662482.0,9808769951816.0,9962860795617.0,10672631173987.0,10768826632603.0,10573595959319.0,10853952645161.0,10776889916266.0,10831100161880.0,10801561515844.0,10863163609330.0,11002782339421.0,11018000170767.0,11025701928196.0,11056219984207.0,10894086183587.0,10158470601572.0,10098220074966.0,9956996293895.0,9842854776513.0,10831269035585.0,10856790353080.0,11280936064158.0,11598091477226.0,11632650913783.0,11600120907836.0,11671241395013.0,25089382313526.0
