Item,Q4 2006,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
5. Tài sản ngắn hạn khác,599000000.0,1621813661.0,1392675688.0,4234709034.0,5069750514.0,5992222972.0,,,,7774938624.0,,8320000000.0,27740000000.0,10438730799.0,13277951133.0,15418814962.0,21295000000.0,17307749411.0,11790141848.0,15849285497.0,17405000000.0,40179486598.0,34359026760.0,17981857052.0,17381171480.0,25886239124.0,8571474782.0,42704652023.0,32935433769.0,39681256089.0,73978419176.0,21446862668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229271516660.0,114633108329.0,114633108330.0,28174868000.0,0.0,25613516364.0,0.0,25613516364.0,25613516364.0,25613516364.0,25613516364.0,25613516364.0,136363636.0,136363636.0,136363636.0,136363636.0,136363636.0,78501210.0,34545454.0
B. Tài sản cố định và đầu tư dài hạn,1444622000000.0,1793107724423.0,2008570349123.0,2416554981443.0,2792380887305.0,3315267496647.0,3798708000000.0,4564727000000.0,5233806000000.0,6263689278922.0,7138839000000.0,7671211000000.0,8853341000000.0,9397735778599.0,10233831431154.0,10814129113545.0,11092338000000.0,11112047821770.0,9045327721482.0,10601240454787.0,9645537000000.0,9442413660702.0,9213896695500.0,9625665888157.0,9757100916372.0,9759545526633.0,9537261166603.0,9416381049471.0,9415784190116.0,9443321942050.0,9416840966550.0,9800223821068.0,10112996243248.0,10029441513409.0,10589598378925.0,10498318584508.0,10558742407515.0,10491904666229.0,10428305775916.0,10332618272634.0,10342445252148.0,10346936910975.0,9817039964420.0,10324880888337.0,10206845855236.0,9849497907177.0,8719675099263.0,9168368036342.0,9320635563789.0,9457913677940.0,9745146249891.0,9976740488949.0,9622445970467.0,9617429100969.0,9706900670817.0,9510578807120.0,9366941267264.0,9390034108293.0,9247379203750.0,9407212805884.0,8944126602747.0,9204268330063.0,9442220028453.0,9376170367050.0,9279428556349.0,9625372435763.0
I. Các khoản phải thu dài hạn,1012000000.0,639197249.0,1374121987.0,1415641607.0,6048377264.0,15889842212.0,283000000.0,283000000.0,193000000.0,192938866.0,180000000.0,176000000.0,1176000000.0,176276416.0,176276416.0,176276416.0,159000000.0,158728000.0,158728000.0,238915800.0,158000000.0,155728000.0,155728000.0,155728000.0,0.0,58728000.0,0.0,35000000.0,65000000.0,65000000.0,30000000.0,11516550273.0,62459070696.0,34676068040.0,264487177482.0,134125284028.0,86099091880.0,84181333108.0,99145920319.0,36957156305.0,35644898112.0,37458013042.0,36743273464.0,35149500146.0,34155363218.0,34202438513.0,31753609258.0,31567443481.0,97977533910.0,97803491677.0,163795121544.0,165311678832.0,159711625245.0,180342269782.0,153965972063.0,140218630857.0,130714555390.0,188482841213.0,175179801036.0,173206276141.0,161520405662.0,125268754734.0,123822830133.0,123165753231.0,121692319420.0,122709035347.0
1. Phải thu dài hạn của khách hàng,310000000.0,310128003.0,1375180744.0,1362830744.0,1342785641.0,1338952315.0,,,,310128003.0,,310000000.0,355000000.0,355087777.0,362228339.0,362228339.0,362000000.0,0.0,372653040.0,484670767.0,565000000.0,565357637.0,565357637.0,565357637.0,685772574.0,684251608.0,684403704.0,684251608.0,690943858.0,0.0,0.0,0.0,9343872720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9604850850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27976169676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97977533910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,702000000.0,329069246.0,309069246.0,362938866.0,5015719626.0,14861017900.0,,,,192938866.0,,176000000.0,1176000000.0,176276416.0,176276416.0,176276416.0,159000000.0,158728000.0,158728000.0,158728000.0,600000000.0,597459983.0,597459983.0,597459983.0,579245564.0,636602894.0,578011961.0,612874893.0,648905846.0,65000000.0,30000000.0,11516550273.0,25139028300.0,25071217190.0,264487177482.0,134125284028.0,86099091880.0,84181333108.0,99145920319.0,36957156305.0,35644898112.0,37458013042.0,36743273464.0,35149500146.0,34155363218.0,34202438513.0,31753609258.0,31567443481.0,0.0,97803491677.0,163795121544.0,165311678832.0,159711625245.0,180342269782.0,153965972063.0,140218630857.0,130714555390.0,188482841213.0,175179801036.0,173206276141.0,161520405662.0,125268754734.0,123822830133.0,123165753231.0,121692319420.0,122709035347.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,-310128003.0,-310128003.0,-310128003.0,-310128003.0,,,,-310128003.0,,-310000000.0,-355000000.0,-355087777.0,-362228339.0,-362228339.0,-362000000.0,0.0,-372653040.0,-404482967.0,-1007000000.0,-1007089620.0,-1007089620.0,-1007089620.0,-1265018138.0,-1262126502.0,-1262415665.0,-1262126501.0,-1274849704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,880768000000.0,749608859886.0,732327986517.0,1128369631958.0,1075761962831.0,1028472377380.0,978172000000.0,1203368000000.0,1378157000000.0,1518568342905.0,2721105000000.0,2884719000000.0,4061348000000.0,4401191945461.0,5124609512193.0,5291562647521.0,5437942000000.0,5012880341626.0,5732230766319.0,6902583536294.0,6467254000000.0,6169081485093.0,5935501565085.0,5768184463288.0,5526757859212.0,5360159477487.0,5287625094143.0,5100964486956.0,4909507434110.0,4718811716593.0,4623716343671.0,4441520735680.0,4372718499791.0,4552881684053.0,4722095754418.0,4543498972881.0,4452054121445.0,4288305589205.0,4150439107437.0,3981046590914.0,3878439563301.0,3755628548704.0,3681363019723.0,3608548947290.0,3516868848804.0,3495236888123.0,2862879303785.0,2651735139776.0,2707836412839.0,2853098775336.0,3180502345868.0,3213822903256.0,3119697704053.0,3092392072295.0,3135215643003.0,3131907963403.0,3024523713885.0,2942512537016.0,2981903785565.0,2886932284673.0,2820013682718.0,2936888363929.0,3070196515267.0,3064712609905.0,3074275058356.0,3011250220197.0
1. Tài sản cố định hữu hình,879454000000.0,747144614482.0,729818980274.0,1125463126589.0,1072932955016.0,1025834196119.0,971939000000.0,1062632000000.0,1238451000000.0,1377354372210.0,2572747000000.0,2732246000000.0,4043806000000.0,4383290930522.0,5106913999920.0,5272736639812.0,5420090000000.0,4996311588981.0,5714841731293.0,6885846914882.0,6455092000000.0,6158261565696.0,5925463035686.0,5760016290963.0,5519915324171.0,5353825042275.0,5280432849351.0,5093818087971.0,4903304740327.0,4710382079720.0,4598114932400.0,4416596832859.0,4350958482689.0,4532048943389.0,4697515216579.0,4520410231333.0,4432458639515.0,4270610955099.0,4133766907309.0,3966680104154.0,3865569571675.0,3737590642751.0,3657832054886.0,3587347200077.0,3491503387212.0,3469103565323.0,2835046109848.0,2626813347996.0,2685529785958.0,2832853546357.0,3157937657203.0,3194886657425.0,3104279282137.0,3079103781391.0,3113733292588.0,3113356098336.0,3009184470717.0,2929510820648.0,2968414845549.0,2874030653360.0,2807569547977.0,2925780951680.0,3003159770144.0,2999252333355.0,3010500425404.0,2947774758597.0
Nguyên giá,1978579000000.0,2167887777393.0,2205496274679.0,2662901483039.0,2438633472168.0,2416327611648.0,,,,2992763058542.0,,4537059000000.0,6038635000000.0,6376680085088.0,7276694850204.0,7606931358791.0,7937737000000.0,7676289934229.0,8793650497383.0,10254259738356.0,9957241000000.0,9996162845084.0,10121867912627.0,10202727262790.0,10165626529210.0,10240040354479.0,10391130914048.0,10438379503537.0,10487894866133.0,10537317821112.0,10669208337795.0,10730441645621.0,10891075433421.0,11332511606132.0,11653416894534.0,11685099294074.0,11831393741285.0,11871335741285.0,11927166182310.0,11942500664959.0,11988856836251.0,12021699593116.0,12077270198075.0,12132563072411.0,12176413838725.0,12286804213897.0,10794210420135.0,10688313443247.0,10845318397145.0,11104637094293.0,11483151815737.0,11652978902495.0,11694129391784.0,11793655123556.0,11840205350059.0,11955648268232.0,11944149333730.0,11982862066885.0,12118345721437.0,11979763353327.0,12028831745644.0,12257868760585.0,12425413062609.0,12529435609354.0,12655127609480.0,12711744156514.0
Giá trị hao mòn lũy kế,-1099125000000.0,-1420743162911.0,-1475677294405.0,-1537438356450.0,-1365700517152.0,-1390493415529.0,,,,-1615408686332.0,,-1804813000000.0,-1994829000000.0,-1993389154566.0,-2169780850284.0,-2334194718979.0,-2517647000000.0,-2679978345248.0,-3078808766090.0,-3368412823474.0,-3502149000000.0,-3837901279388.0,-4196404876941.0,-4442710971827.0,-4645711205039.0,-4886215312204.0,-5110698064697.0,-5344561415566.0,-5584590125806.0,-5826935741392.0,-6071093405395.0,-6313844812762.0,-6540116950732.0,-6800462662743.0,-6955901677955.0,-7164689062741.0,-7398935101770.0,-7600724786186.0,-7793399275001.0,-7975820560805.0,-8123287264576.0,-8284108950365.0,-8419438143189.0,-8545215872334.0,-8684910451513.0,-8817700648574.0,-7959164310287.0,-8061500095251.0,-8159788611187.0,-8271783547936.0,-8325214158534.0,-8458092245070.0,-8589850109647.0,-8714551342165.0,-8726472057471.0,-8842292169896.0,-8934964863013.0,-9053351246237.0,-9149930875888.0,-9105732699967.0,-9221262197667.0,-9332087808905.0,-9422253292465.0,-9530183275999.0,-9644627184076.0,-9763969397917.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,1314000000.0,2464245404.0,2509006243.0,2906505369.0,2829007815.0,2638181261.0,6233000000.0,140736000000.0,139706000000.0,141213970695.0,148358000000.0,152473000000.0,17542000000.0,17901014939.0,17695512273.0,18826007709.0,17852000000.0,16568752645.0,17389035026.0,16736621412.0,12162000000.0,10819919397.0,10038529399.0,8168172325.0,6842535041.0,6334435212.0,7192244792.0,7146398985.0,6202693783.0,8429636873.0,25601411271.0,24923902821.0,21760017102.0,20832740664.0,24580537839.0,23088741548.0,19595481930.0,17694634106.0,16672200128.0,14366486760.0,12869991626.0,18037905953.0,23530964837.0,21201747213.0,25365461592.0,26133322800.0,27833193937.0,24921791780.0,22306626881.0,20245228979.0,22564688665.0,18936245831.0,15418421916.0,13288290904.0,21482350415.0,18551865067.0,15339243168.0,13001716368.0,13488940016.0,12901631313.0,12444134741.0,11107412249.0,67036745123.0,65460276550.0,63774632952.0,63475461600.0
Nguyên giá,1728000000.0,3135158093.0,3310039182.0,3905549370.0,4017838653.0,4017838653.0,,,,148143592787.0,,163242000000.0,23408000000.0,25554466433.0,24551008159.0,27336844721.0,28003000000.0,28266380667.0,31109588933.0,32656061659.0,29606000000.0,30502653637.0,31913377637.0,32165730837.0,32285734539.0,32952050299.0,34434831214.0,35928801334.0,36041161334.0,39514031634.0,58824135445.0,60467068445.0,61425471245.0,63947684125.0,71472164725.0,71334494725.0,71459063475.0,72779063475.0,76843823475.0,79322283937.0,81021564109.0,89646408969.0,98931250958.0,99481250958.0,106661545958.0,110869955358.0,115762232458.0,116252425987.0,117095348287.0,118567208287.0,124036621919.0,124109521919.0,124109521919.0,125460141919.0,136664574783.0,137098114783.0,136954849394.0,136805621371.0,127410860720.0,128223718103.0,129632615549.0,130053615549.0,187999064578.0,188321028578.0,188525048578.0,190168598578.0
Giá trị hao mòn lũy kế,-414000000.0,-670912689.0,-801032939.0,-999044001.0,-1188830838.0,-1379657392.0,,,,-6929622092.0,,-10769000000.0,-5866000000.0,-7653451494.0,-6855495886.0,-8510837012.0,-10151000000.0,-11697628022.0,-13720553907.0,-15919440247.0,-17444000000.0,-19682734240.0,-21874848238.0,-23997558512.0,-25443199498.0,-26617615087.0,-27242586422.0,-28782402349.0,-29838467551.0,-31084394761.0,-33222724174.0,-35543165624.0,-39665454143.0,-43114943461.0,-46891626886.0,-48245753177.0,-51863581545.0,-55084429369.0,-60171623347.0,-64955797177.0,-68151572483.0,-71608503016.0,-75400286121.0,-78279503745.0,-81296084366.0,-84736632558.0,-87929038521.0,-91330634207.0,-94788721406.0,-98321979308.0,-101471933254.0,-105173276088.0,-108691100003.0,-112171851015.0,-115182224368.0,-118546249716.0,-121615606226.0,-123803905003.0,-113921920704.0,-115322086790.0,-117188480808.0,-118946203300.0,-120962319455.0,-122860752028.0,-124750415626.0,-126693136978.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203460953727.0,202277135763.0,201093317799.0,199909499835.0,198725681871.0,197541863907.0,196358045943.0,195174227979.0,193990410015.0,192806592051.0,191622774087.0,190438956123.0,189255138159.0,188071320195.0,186887502231.0,185703684267.0,184519866303.0,183336048339.0,182152230375.0,180968412411.0,179784594447.0,178600776483.0,177416958519.0,176233140555.0,175049322591.0,173865504627.0,172681686663.0,171497868699.0,170314050735.0,169130232771.0,167946414807.0,166762596843.0,165578778879.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0,229280786454.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25819832727.0,-27003650691.0,-28187468655.0,-29371286619.0,-30555104583.0,-31738922547.0,-32922740511.0,-34106558475.0,-35290376439.0,-36474194403.0,-37658012367.0,-38841830331.0,-40025648295.0,-41209466259.0,-42393284223.0,-43577102187.0,-44760920151.0,-45944738115.0,-47128556079.0,-48312374043.0,-49496192007.0,-50680009971.0,-51863827935.0,-53047645899.0,-54231463863.0,-55415281827.0,-56599099791.0,-57782917755.0,-58966735719.0,-60150553683.0,-61334371647.0,-62518189611.0,-63702007575.0
IV. Tài sản dở dang dài hạn,96766000000.0,491876345781.0,693979584553.0,718629051352.0,1140367421197.0,1711978394446.0,2252966000000.0,2880771000000.0,3093953000000.0,3286086631302.0,2937125000000.0,3062126000000.0,3024543000000.0,3090468583265.0,2968439169717.0,3201780507290.0,3293609000000.0,3559616453855.0,355509750834.0,710238326726.0,289022000000.0,358762144245.0,309471510336.0,286402905400.0,275493687633.0,332158857787.0,25798578493.0,26450074201.0,54215385907.0,136237697530.0,91319444663.0,521609405538.0,766552266960.0,383751061406.0,424420945500.0,444261623370.0,467257151945.0,473171089291.0,498672582913.0,520400974521.0,465349255045.0,495184999091.0,231496597766.0,257555386061.0,260306277266.0,176840508930.0,188223132101.0,198076536023.0,209315704171.0,215549832107.0,202623119565.0,141367792524.0,149021691059.0,164300689474.0,235819369525.0,123756615027.0,244009228154.0,225804505656.0,183615310336.0,191211186971.0,202552752183.0,216272777378.0,171959008908.0,187687710860.0,206266711010.0,408390712324.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342933797742.0,309822570333.0,369678895035.0,369678895035.0,369678895035.0,369678895035.0,370518483216.0,370429940489.0,370394940489.0,371358809839.0,69057769876.0,69694316672.0,69694316672.0,69694316672.0,70791590909.0,69815950708.0,69815950708.0,69815950708.0,70647487403.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0,69815950708.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423618469218.0,73928491073.0,54742050465.0,74582728335.0,97578256910.0,103492194256.0,128154099697.0,149971034032.0,94954314556.0,123826189252.0,162438827890.0,187861069389.0,190611960594.0,107146192258.0,117431541192.0,128260585315.0,139499753463.0,145733881399.0,131975632162.0,71551841816.0,79205740351.0,94484738766.0,166003418817.0,53940664319.0,174193277446.0,155988554948.0,113799359628.0,121395236263.0,132736801475.0,146456826670.0,102143058200.0,117871760152.0,136450760302.0,338574761616.0
V. Các khoản đầu tư tài chính dài hạn,382861000000.0,472877357995.0,503732397545.0,493830988228.0,499003636424.0,487161075313.0,564571000000.0,452852000000.0,734289000000.0,1432291575314.0,1450409000000.0,1695781000000.0,1575802000000.0,1718419417172.0,1645926134727.0,1709617168922.0,1660681000000.0,1859677917768.0,2240692031885.0,2401865993072.0,2299373000000.0,2338696042961.0,2450277778755.0,3046314350419.0,3452485547785.0,3571546605252.0,3630176217713.0,3666954466735.0,3791956314176.0,3927241731403.0,4046619522059.0,4202714627832.0,4261468606868.0,4225691273907.0,4190646007161.0,4404216890480.0,4612619773470.0,4700283656458.0,4750043720747.0,4903562111599.0,5085104342926.0,5175564490589.0,4954203677449.0,4997747969223.0,4986718380038.0,4774096751123.0,4457822003963.0,5066405797958.0,5084584853958.0,5073276387838.0,4938010837962.0,5206723663553.0,4977146355199.0,4928288670945.0,4964841769500.0,4936966125670.0,4811992570291.0,4841777968064.0,4734611307080.0,4906104896245.0,4557612190453.0,4800498926294.0,4890661013625.0,4833951660039.0,4721272581935.0,4934823057977.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,90594000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",2881000000.0,3739214924.0,96552630266.0,96114557865.0,97048026927.0,97616132110.0,,,,985135322631.0,,1142146000000.0,1224315000000.0,1250013203790.0,1172660489412.0,1225850332731.0,1178202000000.0,1505165407037.0,1903743931932.0,2079073983004.0,1989561000000.0,2044717696863.0,2172346061102.0,2787954477304.0,3207613781151.0,3338618174885.0,3433447634769.0,3467062910576.0,3601176928831.0,3755261348971.0,3865854098587.0,4056384218279.0,4197207634327.0,4154714817947.0,4151961674439.0,4367780383715.0,4575346435029.0,4667844701063.0,4718297626376.0,4877377364638.0,5059407561962.0,5149920942646.0,4928819155855.0,4972599310224.0,4961777626339.0,4749155997425.0,4432888977693.0,5041515681699.0,5056996176013.0,5045850389893.0,4910735791045.0,5179829397034.0,4950496397662.0,4901885187080.0,4945926338020.0,4919150679512.0,4794550850412.0,4824583958177.0,4717714902753.0,4888556776412.0,4540389355177.0,4783292305577.0,4873700608145.0,4816357005504.0,4704229792759.0,4918031310545.0
3. Đầu tư khác vào công cụ vốn,379980000000.0,469138143071.0,407179767279.0,397716430363.0,401955609497.0,389544943203.0,,,,452268316127.0,,471123000000.0,362472000000.0,479074405481.0,484473389535.0,493108830129.0,490890000000.0,361250020756.0,348635678033.0,333526207048.0,321190000000.0,305623982543.0,289824355783.0,274071787971.0,261177327016.0,249737238151.0,232750449076.0,232741055369.0,224731211875.0,206182909622.0,219285874301.0,177659186693.0,110656533710.0,121186533710.0,61030000000.0,61030000000.0,61030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,51030000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,41655000000.0,31125000000.0,31125000000.0,31125000000.0,31125000000.0,31125000000.0
