Item,Q4 2003,Q4 2004,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4916942856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,0.0,3890429779.0,0.0,0.0,3415197286.0,,,,3175174800.0,8098373416.0,,6793852246.0,5297057178.0,7562411165.0,2566310837.0,3499097710.0,3356522253.0,5663945825.0,2985219618.0,3580427144.0,3908374411.0,4203593271.0,32325424937.0,3496695622.0,3281427097.0,2121658114.0,1751898837.0,2313770094.0,2044272435.0,1873216945.0,3543732192.0,2051386910.0,1799752514.0,2010143669.0,4880874661.0,57621300989.0,49336186072.0,6679090786.0,5442538830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,530164965484.0,785201894504.0,949557655063.0,1521112930169.0,1082240090057.0,1293466923155.0,1612832000000.0,2844613000000.0,2703685500813.0,2498575823920.0,2325412000000.0,2682975057987.0,2564780559031.0,2415503122766.0,2537372954228.0,2803671999464.0,2792088325413.0,3347780530488.0,3412443847758.0,3490958659135.0,4292866040849.0,4649813578654.0,4853229506530.0,4952997747577.0,5179489444400.0,5356819067851.0,6114988554657.0,7278234838556.0,7981748979178.0,8327691411772.0,8587258231415.0,8703020109674.0,9037212764812.0,9025317926360.0,9856483929198.0,9697630589886.0,9955953497083.0,11098774021552.0,10247828541941.0,10362315602001.0,10620508562705.0,10929142925003.0,10746300510728.0,11064570661598.0,10284477152156.0,10333927709677.0,10704828639675.0,10896951173774.0,11277097882461.0,12706395888018.0,14359884047968.0,15353880667803.0,15364851440316.0,15666315495522.0,16806351859342.0,16264829196683.0,18097201646002.0,17955508227195.0,19978308009482.0,19612088297814.0,19523433604246.0,18855137883156.0,18766754868571.0,18216664248505.0,18004133795359.0,17621216868681.0,17222492788434.0,17543132559393.0,16970890135803.0,16826610965664.0,16922282062019.0,16869931859724.0,17565302240360.0,17287274060546.0
I. Các khoản phải thu dài hạn,0.0,0.0,4017602752.0,4145341147.0,4174636247.0,780000000.0,860000000.0,920000000.0,0.0,632000000.0,763000000.0,67025000.0,187400000.0,297800000.0,474494723.0,64273723.0,58852723.0,2963348920.0,8822112758.0,40304693.0,34883693.0,29462693.0,23624693.0,18203693.0,10098161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736666667.0,4143542668.0,3698683669.0,6442492670.0,7395303671.0,23926755438.0,22808870369.0,21993460767.0,20898388770.0,18573681773.0,17690830099.0,22147897481.0,21855008176.0,21070538505.0,19780696526.0,18620553950.0,53774889824.0,96477283441.0,114094900047.0,116065795456.0,88443241642.0,87554893706.0,67351671984.0,20264171506.0,21169968995.0,19717282895.0,19451127295.0,18819937295.0,19974111715.0,19949209715.0,25326572715.0,25407409661.0,16695104495.0,16713810495.0,16283088695.0,16641153195.0,38422722715.0,38388850315.0,16225171701.0,16146741451.0
1. Phải thu dài hạn của khách hàng,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29973948684.0,72629594765.0,91646857680.0,93126322660.0,67658410631.0,67547427662.0,46423211940.0,0.0,0.0,0.0,123328000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8101164343.0,6830412346.0,5573700349.0,4302948352.0,3041322678.0,7658734060.0,7245908762.0,6456333502.0,5102571597.0,3944320000.0,5373558222.0,5395040000.0,3702337981.0,4043428184.0,3143509548.0,2434285049.0,1787293049.0,1148421511.0,545312000.0,308320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,4017602752.0,4145341147.0,4174636247.0,,,,0.0,632000000.0,,67025000.0,187400000.0,297800000.0,474494723.0,64273723.0,58852723.0,2963348920.0,8822112758.0,40304693.0,34883693.0,29462693.0,23624693.0,18203693.0,10098161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736666667.0,4143542668.0,3698683669.0,6442492670.0,7395303671.0,23926755438.0,14707706026.0,15163048421.0,15324688421.0,14270733421.0,14649507421.0,14489163421.0,14609099414.0,14614205003.0,14678124929.0,14676233950.0,18427382918.0,18452648676.0,18745704386.0,18896044612.0,17641321463.0,17573180995.0,19141166995.0,19115749995.0,20624656995.0,19408962895.0,19327799295.0,18819937295.0,19974111715.0,19949209715.0,25326572715.0,25407409661.0,16695104495.0,16713810495.0,16283088695.0,16641153195.0,38422722715.0,38388850315.0,16225171701.0,16146741451.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,226260941844.0,419249968561.0,568053589699.0,681594292387.0,682160157678.0,686619071218.0,755802000000.0,768791000000.0,847690893863.0,863056975622.0,920592000000.0,1029518210590.0,1173499688885.0,1485584589618.0,1580054754966.0,1569343988560.0,1646168625870.0,1827824575723.0,1874824132896.0,1981392559503.0,2192935639780.0,2447042276292.0,2763289341860.0,3222885881261.0,3260651155300.0,3383492310986.0,3749674631985.0,3814193989532.0,4145703093295.0,4428133970343.0,4477059115159.0,4763322215942.0,6344821408872.0,7941856365116.0,8380544184751.0,8379852476399.0,8322357929830.0,8127802595664.0,8086395812459.0,8045671470354.0,8011367202666.0,7840654962033.0,8214134749497.0,8196789228697.0,8228199584200.0,8135810558610.0,8321053086713.0,8261100271418.0,8135159827888.0,8273741711305.0,10609309098847.0,10565776062783.0,11094916871141.0,11621555848270.0,13365353599098.0,13090571280454.0,13210637069720.0,13406776090507.0,14893540216703.0,14589591346307.0,14315882350284.0,13954302484978.0,13853807867036.0,13581563074872.0,13223395767565.0,13058194375719.0,12706598557849.0,12453688352626.0,12266369373175.0,11989258352342.0,11903207642940.0,11893893630404.0,11821447407199.0,12056272942904.0
1. Tài sản cố định hữu hình,217917143391.0,410906249154.0,558790114303.0,672454648615.0,673061245045.0,677296029122.0,746661000000.0,749457000000.0,825717681339.0,841925978051.0,899877000000.0,1010290088106.0,1119326419304.0,1434681306225.0,1529186585828.0,1522022691789.0,1600266166665.0,1784963154669.0,1835582772013.0,1864653321079.0,2076308632855.0,2309662914511.0,2589894051885.0,3047025311755.0,3002508984923.0,3127501884848.0,3493628542454.0,3558585737099.0,3892323861151.0,4173027730107.0,4223443459603.0,4555504342815.0,6071619014892.0,7643928137424.0,7849058771126.0,7852349754248.0,7781941594915.0,7591004807888.0,7548188780138.0,7501601926003.0,7611109388209.0,7436920145689.0,7795345501520.0,7784608836970.0,7820617310152.0,7732789990245.0,7916322992944.0,7859578010941.0,7734784519400.0,7967325768346.0,10290516618864.0,10250026118711.0,10779725856986.0,11306557219755.0,13047771431436.0,12772087510017.0,12895930014991.0,12832612333143.0,13743909618601.0,13450030775841.0,13193230198456.0,12845510806937.0,12717306878414.0,12450177265747.0,12101578863690.0,11959423940585.0,11620094589519.0,11378773254293.0,11200238179519.0,10927659925913.0,10860366507422.0,10864998414142.0,10802567246768.0,11042989736407.0
Nguyên giá,772153263106.0,1040446669527.0,1285280478952.0,1422120537303.0,1448027528539.0,,,,1701411189353.0,1744840213652.0,,1984050586219.0,2123077145556.0,2477341589315.0,2618637470902.0,2660766010422.0,2789924843351.0,3029780671442.0,3135506309723.0,3222688906539.0,3491979179660.0,3751801849122.0,4113300629871.0,4647650978956.0,4660013288085.0,4856159256246.0,5301826836260.0,5480104780547.0,5928571833231.0,6332575836431.0,6512875316427.0,6984387781642.0,8616265249765.0,10392194645686.0,11147267493199.0,11391139705436.0,11566765240349.0,11616152919463.0,11782649084362.0,11998660210132.0,12383742381612.0,12479964675966.0,13059721039709.0,13318044935151.0,13628808085032.0,13790635505577.0,14257738667127.0,14484383728488.0,14650938464344.0,15015187195965.0,18917435800484.0,19080994281400.0,19909514843023.0,20784013563357.0,22952360450312.0,23103938437323.0,23714622321304.0,24088813907105.0,26227436154249.0,26435499204338.0,26613820855138.0,26739531744350.0,27037635338368.0,27147859170256.0,27260064227531.0,27532573541093.0,27645343065556.0,27842021294503.0,28022262768788.0,28183527477806.0,28502157270867.0,28960706407353.0,29336864077944.0,30026687876144.0
Giá trị hao mòn lũy kế,-554236119715.0,-629540420373.0,-726490364649.0,-749665888688.0,-774966283494.0,,,,-875693508014.0,-902914235601.0,,-956199346991.0,-1003750726252.0,-1042660283090.0,-1089450885074.0,-1138743318633.0,-1189658676686.0,-1244817516773.0,-1299923537710.0,-1358035585460.0,-1415670546805.0,-1442138934611.0,-1523406577986.0,-1600625667201.0,-1657504303162.0,-1728657371398.0,-1808198293806.0,-1921519043448.0,-2036247972080.0,-2159548106324.0,-2289431856824.0,-2428883438827.0,-2544646234873.0,-2748266508262.0,-3298208722073.0,-3538789951188.0,-3784823645434.0,-4025148111575.0,-4234460304224.0,-4497058284129.0,-4772632993403.0,-5043044530277.0,-5264375538189.0,-5533436098181.0,-5808190774880.0,-6057845515332.0,-6341415674183.0,-6624805717547.0,-6916153944944.0,-7047861427619.0,-8626919181620.0,-8830968162689.0,-9129788986037.0,-9477456343602.0,-9904589018876.0,-10331850927306.0,-10818692306313.0,-11256201573962.0,-12483526535648.0,-12985468428497.0,-13420590656682.0,-13894020937413.0,-14320328459954.0,-14697681904509.0,-15158485363841.0,-15573149600508.0,-16025248476037.0,-16463248040210.0,-16822024589269.0,-17255867551893.0,-17641790763445.0,-18095707993211.0,-18534296831176.0,-18983698139737.0
2. Tài sản cố định thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4393411643.0,4112238529.0,3862308710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4752709688.0,4765022408.0,4750657569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-359298045.0,-652783879.0,-888348859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Tài sản cố định vô hình,8343798453.0,8343719407.0,9263475396.0,9139643772.0,9098912633.0,9323042096.0,9141000000.0,19333000000.0,21973212524.0,21130997571.0,20715000000.0,19228122484.0,54173269581.0,50903283393.0,50868169138.0,47321296771.0,45902459205.0,42861421054.0,39241360883.0,116739238424.0,116627006925.0,137379361781.0,173395289975.0,175860569506.0,258142170377.0,255990426138.0,256046089531.0,255608252433.0,253379232144.0,255106240236.0,253615655556.0,207817873127.0,273202393980.0,297928227692.0,531485413625.0,527502722151.0,540416334915.0,536797787776.0,538207032321.0,544069544351.0,400257814457.0,403734816344.0,418789247977.0,412180391727.0,407582274048.0,403020568365.0,404730093769.0,401522260477.0,400375308488.0,306415942959.0,318792479983.0,315749944072.0,315191014155.0,314998628515.0,317582167662.0,314090358794.0,310594816200.0,570301448654.0,1149630598102.0,1139560570466.0,1122652151828.0,1108791678041.0,1136500988622.0,1131385809125.0,1121816903875.0,1098770435134.0,1086503968330.0,1074915098333.0,1066131193656.0,1061598426429.0,1042841135518.0,1028895216262.0,1018880160431.0,1013283206497.0
Nguyên giá,19991866700.0,19991746700.0,21002808861.0,21014045151.0,21110984671.0,,,,37115335858.0,37759851589.0,,38770913342.0,76025301817.0,76025301817.0,79416077317.0,79416077317.0,81666108997.0,82339659797.0,82339659797.0,168152457797.0,170583100987.0,194002475502.0,263171406266.0,268292622266.0,380509327367.0,380917224867.0,383409370867.0,383903973867.0,383903973867.0,386594477184.0,387180023184.0,310854741760.0,378238074429.0,405897809495.0,690742242273.0,677883442273.0,685428886400.0,685758247882.0,691495740057.0,701879165062.0,523429765927.0,531555906158.0,553684246456.0,551505764780.0,551620421710.0,551768579710.0,557891027713.0,558862684643.0,561832054046.0,453307712601.0,469549338561.0,470662072469.0,464934944961.0,469248251382.0,475569436392.0,476210291788.0,476898233370.0,745122190598.0,1297664982735.0,1302021946086.0,1297490898872.0,1297334120546.0,1338628984267.0,1346625575561.0,1350482900245.0,1340363600323.0,1341664803067.0,1343788237168.0,1349383748267.0,1359301281353.0,1353423614905.0,1352526518798.0,1356137303161.0,1365216709641.0
Giá trị hao mòn lũy kế,-11648068247.0,-11648027293.0,-11739333465.0,-11874401379.0,-12012072038.0,,,,-15142123334.0,-16628854018.0,,-19542790858.0,-21852032236.0,-25122018424.0,-28547908179.0,-32094780546.0,-35763649792.0,-39478238743.0,-43098298914.0,-51413219373.0,-53956094062.0,-56623113721.0,-89776116291.0,-92432052760.0,-122367156990.0,-124926798729.0,-127363281336.0,-128295721434.0,-130524741723.0,-131488236948.0,-133564367628.0,-103036868633.0,-105035680449.0,-107969581803.0,-159256828648.0,-150380720122.0,-145012551485.0,-148960460106.0,-153288707736.0,-157809620711.0,-123171951470.0,-127821089814.0,-134894998479.0,-139325373053.0,-144038147662.0,-148748011345.0,-153160933944.0,-157340424166.0,-161456745558.0,-146891769642.0,-150756858578.0,-154912128397.0,-149743930806.0,-154249622867.0,-157987268730.0,-162119932994.0,-166303417170.0,-174820741944.0,-148034384633.0,-162461375620.0,-174838747044.0,-188542442505.0,-202127995645.0,-215239766436.0,-228665996370.0,-241593165189.0,-255160834737.0,-268873138835.0,-283252554611.0,-297702854924.0,-310582479387.0,-323631302536.0,-337257142730.0,-351933503144.0
III. Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27489150000.0,27489150000.0,27489150000.0,27489150000.0,90940694722.0,100797423074.0,101718412777.0,100817545211.0,102249903411.0,101290514796.0,100331126181.0,100671287539.0,99682062925.0,98692838311.0,97703613697.0,96714389090.0,111680774334.0,110678109172.0,150662518929.0,149445717001.0,104812739721.0,103600345899.0,104838186590.0,147725868615.0,146446481929.0,145083675523.0,143720869109.0,142368204632.0,141015540134.0,139663405935.0,138317282339.0,136973382326.0,135629558370.0,106784826368.0,105448300706.0,95273270528.0,93715303958.0,93441991719.0,91845096228.0,90248200759.0,88651305268.0,63129101716.0,62573609227.0,62018116736.0,61465607996.0,60913099256.0,60407813571.0,59996974041.0,63050924806.0,62007056833.0,60963188860.0,60049893676.0,59409944887.0,58776096523.0,58142248159.0,57593807783.0,57088071395.0,56582334996.0,56088244686.0
Nguyên giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27489150000.0,27489150000.0,27489150000.0,27489150000.0,91572806182.0,102237900950.0,104059758223.0,104059758223.0,111800669559.0,111800669559.0,111800669559.0,117666487460.0,117666487460.0,117666487460.0,117666487460.0,117666487460.0,133660209990.0,133660209990.0,176332062888.0,176332062888.0,132849190358.0,132849190358.0,135349190358.0,179594679077.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,179678050557.0,152105529077.0,152105529077.0,143340838168.0,143340838168.0,147320450623.0,147320450623.0,147320450623.0,147320450623.0,81481271444.0,81481271444.0,81481271444.0,81481271444.0,81481271444.0,81481271444.0,81481271444.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0,98822678885.0
Giá trị hao mòn lũy kế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-632111460.0,-1440477876.0,-2341345446.0,-3242213012.0,-9550766148.0,-10510154763.0,-11469543378.0,-16995199921.0,-17984424535.0,-18973649149.0,-19962873763.0,-20952098370.0,-21979435656.0,-22982100818.0,-25669543959.0,-26886345887.0,-28036450637.0,-29248844459.0,-30511003768.0,-31868810462.0,-33231568628.0,-34594375034.0,-35957181448.0,-37309845925.0,-38662510423.0,-40014644622.0,-41360768218.0,-42704668231.0,-44048492187.0,-45320702709.0,-46657228371.0,-48067567640.0,-49625534210.0,-53878458904.0,-55475354395.0,-57072249864.0,-58669145355.0,-18352169728.0,-18907662217.0,-19463154708.0,-20015663448.0,-20568172188.0,-21073457873.0,-21484297403.0,-35771754079.0,-36815622052.0,-37859490025.0,-38772785209.0,-39412733998.0,-40046582362.0,-40680430726.0,-41228871102.0,-41734607490.0,-42240343889.0,-42734434199.0
IV. Tài sản dở dang dài hạn,102263377120.0,139006799024.0,178642807569.0,105522822196.0,122641016717.0,363516057867.0,315997000000.0,313690000000.0,373300613906.0,594827143217.0,598307000000.0,700001945929.0,624850827824.0,353037903993.0,362865344633.0,390585216711.0,432038810929.0,329411331972.0,649705960301.0,657239689114.0,872564949181.0,684390271759.0,665282453729.0,321731361860.0,595159788950.0,886397988973.0,1295087396884.0,2347411233414.0,2970201836370.0,3052033086932.0,3565241433334.0,3405016583653.0,2072921870625.0,417882757435.0,537872350628.0,415336007472.0,499077365539.0,720906524265.0,803688210258.0,932277481348.0,919667884742.0,1164640054820.0,843679104973.0,888170505312.0,705415148451.0,815299719388.0,993111642018.0,1251044210226.0,1761456496776.0,2106277752784.0,1928569256697.0,2333957798072.0,2425259837554.0,2087296764444.0,868245878253.0,1097167668592.0,1396947475014.0,1310466712771.0,943845551903.0,1037746525983.0,1142839397808.0,1259274745737.0,1062633519957.0,1054308307292.0,1268424820998.0,1115082745335.0,1130023695910.0,1191994113675.0,1477040783289.0,1690361095198.0,1805129940386.0,1808138594423.0,1892251651054.0,1536422017821.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75877366990.0,69841006074.0,82393992187.0,122091124286.0,73464401056.0,92559104263.0,127671589409.0,79981224080.0,97184725001.0,165960237343.0,181678288317.0,120138963950.0,141955633396.0,201274162054.0,214398200249.0,202518172439.0,253470890161.0,245049020873.0,249633893396.0,220291487919.0,240938106051.0,273199208064.0,268812038616.0,225544282236.0,277613687183.0,297555493205.0,295204758395.0,272479101252.0,292516992291.0,407607938896.0,334547387349.0,268943640043.0,290327036137.0,343358185248.0
2. chi phí xây dựng cơ bản dở dang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843790517752.0,1094799048746.0,761285112786.0,766079381026.0,631950747395.0,722740615125.0,865440052609.0,1171062986146.0,1664271771775.0,1940317515441.0,1746890968380.0,2213818834122.0,2283304204158.0,1886022602390.0,653847678004.0,894649496153.0,1143476584853.0,1065417691898.0,694211658507.0,817455038064.0,901901291757.0,986075537673.0,793821481341.0,828764025056.0,990811133815.0,817527252130.0,834818937515.0,919515012423.0,1184523790998.0,1282753156302.0,1470582553037.0,1539194954380.0,1601924614917.0,1193063832573.0
V. Các khoản đầu tư tài chính dài hạn,153578950334.0,180971529167.0,117959700000.0,609255000000.0,142116459800.0,103143032800.0,422772000000.0,1644584000000.0,1365729486432.0,922451474885.0,601672000000.0,752483168101.0,553685508638.0,357236527138.0,378647105351.0,556204709351.0,420780078186.0,896884704749.0,602478419946.0,596332553613.0,939228609066.0,1247496746426.0,1141798415275.0,1122378110807.0,1100549500808.0,859193002553.0,846713756424.0,895144342327.0,593698177503.0,592755414215.0,284428762040.0,282888887661.0,285040218673.0,247787187429.0,318308294039.0,328573625510.0,494551977550.0,1598896746815.0,700375068841.0,686532937484.0,704211667763.0,972996475211.0,940365020223.0,1257694829495.0,628470651059.0,621863953896.0,613806560199.0,630414023573.0,649390868930.0,1467781453604.0,555497854952.0,1165579009965.0,572253172131.0,674700748738.0,1068660695119.0,631612251272.0,1953808430503.0,2026569686717.0,986676290429.0,922935784641.0,1074177901960.0,767256144971.0,973440912476.0,766806577828.0,749939570721.0,764478911041.0,743862023831.0,1339527885230.0,750169162022.0,753081870477.0,742670306431.0,755781470427.0,1529822285849.0,1424817180754.0
1. Đầu tư vào công ty con,0.0,0.0,0.0,0.0,300000000.0,,,,54894129576.0,99894129576.0,,13500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",14728534000.0,28661529167.0,15604700000.0,15604700000.0,15604700000.0,,,,117597294326.0,117597294326.0,,106836006801.0,41173507363.0,42843029338.0,23701955551.0,23701955551.0,23701955551.0,23701955551.0,26151955551.0,26151955551.0,35443667097.0,35287729688.0,214232426023.0,213733268225.0,210336004540.0,203085818866.0,205418475253.0,218573877994.0,218777900772.0,216069036461.0,217944646507.0,216679224929.0,221202350349.0,236050431867.0,284629299345.0,294776746554.0,313319111451.0,326568979353.0,325220122483.0,312399549235.0,336761486409.0,415632589278.0,397130670931.0,409109083569.0,426483348951.0,419879455606.0,419909385728.0,436519292920.0,455499302096.0,463893050588.0,481282722569.0,494129576780.0,500797618946.0,503231875554.0,497498739617.0,484891039701.0,1882643775001.0,1955776022297.0,688112587059.0,678593095686.0,684048772653.0,678290520804.0,686485729063.0,677640296870.0,661334533663.0,675883233983.0,661023754422.0,656687455821.0,667313072613.0,670204361068.0,664302778018.0,662417542014.0,651216537436.0,646178772341.0
